id,barcode,name,spec,unit,price,brand,supplier,made_in,discount,inventory,expiration_data,product_location
5412,6921382798191,澳雪健肤护养沐浴露2008ml,2008ml/2008ml,瓶,31.5,澳雪,广东嘉丹婷日用品有限公司,中山,1.0,24,2027-09-19,D
5413,6921369180049,1.6L巧媳妇精制米醋,1.6L,桶,14.8,巧媳妇,山东巧媳妇食品集团有限公司,淄博,1.0,38,2027-06-25,G
5414,6921340970058,500G艾诗沐浴露（优雅花香）,500ml,瓶,29.9,艾诗,维布络安舍(广东)日用品有限公司,东莞,0.9,25,2027-06-22,H
5415,6921369180094,2L黄豆酱油,2L,桶,12.5,巧媳妇,山东巧媳妇食品集团有限公司,淄博,1.0,28,2026-12-08,C
5416,6921361255295,碳酸钙D3咀嚼片,30片/瓶,瓶,17.0,惠氏-钙尔奇,惠氏制药有限公司,麦氏,1.0,48,2027-08-30,B
5417,6921382311178,旺通益东小小曲奇饼干椰子味	70g,70g,包,1.5,旺通,东莞市溢东食品有限公司,东莞,1.0,30,2027-07-14,G
5418,6921431288543,智仁 中老年桂花蜂蜜膏 1000g,500g*2（盒）,盒,60.0,智仁,桂林智仁食品工业有限公司,344,1.0,41,2027-04-25,E
5419,6921431289007,智仁红枣高钙营养燕麦片800g(22小袋),800g(22小袋),包,22.0,智仁,桂林智仁食品工业有限公司,广西,1.0,28,2027-09-09,E
5420,6921390383457,金玉瓷喇叭水杯,金玉瓷喇叭水杯,只,12.9,冠福陶瓷,冠福控股股份有限公司,福建,1.0,29,2027-08-24,G
5421,6921382712661,澳雪澳雪洗发水草研护发系列750g去屑滋养,718ml/瓶,瓶,29.0,澳雪,广东嘉丹婷日用品有限公司,中山,0.8,22,2026-10-20,B
5422,6921361255226,惠氏钙尔奇D600,30片,瓶,28.0,惠氏,惠氏制药有限公司,麦氏,1.0,27,2027-06-05,B
5423,6921369100740,500ml巧媳妇调味料酒,500ml,瓶,16.4,巧媳妇,山东巧媳妇食品集团有限公司,淄博,1.0,36,2027-02-12,C
5424,6921382712500,638g澳雪海马香水沐浴露(冰点清新),638ml/638ml,组,24.8,澳雪,广东嘉丹婷日用品有限公司,中山,1.0,31,2027-09-23,E
5425,6921459701567,1.21-1.31特价商品促销 230ml建华花椒油调料,230ml/瓶,瓶,11.9,建华,四川成都建华食品有限公司,四川,1.0,47,2026-10-07,D
5426,6921465511136,三圈大#铁壳电池2粒,2只热缩,排,4.3,三圈,厦门三圈电池有限公司,厦门,1.0,23,2027-01-24,C
5427,6921489002078,中号微波锅,18,个,16.6,CHAHUA,茶花现代家居用品股份有限公司,福州,1.0,44,2027-08-17,F
5428,6921489005383,茶花华丽塑料桶 带柄超厚塑料多款大小提桶夏季钓鱼桶洗车桶0208,0208,袋,16.9,茶花,茶花现代家居用品股份有限公司,福建,1.0,47,2027-08-11,H
5429,6921431288789,智仁燕麦片罐(桶)装1000克,1000g罐（桶）装,罐,39.8,智仁,桂林智仁食品工业有限公司,广西,1.0,42,2027-04-20,B
5430,6921504000379,蜂蜜,950g,瓶,38.8,王凯,宁波金蜂食品有限公司,上海,1.0,26,2027-02-06,E
5431,6921489004485,茶花皂盒,2239/个,个,7.0,茶花,茶花现代家居用品股份有限公司,福州,1.0,39,2027-04-17,F
5432,6921489001866,防水皂盒,120,套,8.9,CHAHUA,茶花现代家居用品股份有限公司,黄岩,1.0,29,2027-09-02,G
5433,6921508573015,千纤莲藕汁,240ml,听,2.8,扬州花仙子食品,扬州市花仙子食品饮料有限公司,江苏,1.0,46,2027-07-31,F
5434,6921489004843,茶花 晒厚重裤子 防风挡板挂钩 防风裤架 塑料晒架 袜架 9夹0706,(9夹头) 0706,个,8.9,茶花,茶花现代家居用品股份有限公司,福州,1.0,29,2027-06-11,G
5435,6921474950056,双唑泰栓,7枚,盒,4.0,九泰,锦州九泰药业有限责任公司,锦州,1.0,41,2027-04-23,F
5436,6921489003266,塑柄蝇拍,120,个,4.9,CHAHUA,茶花现代家居用品股份有限公司,福州,1.0,46,2027-06-07,D
5437,6921489003747,正品 茶花 通用水瓢 小水勺 勺子 塑料制品 水筲 水舀加厚 1911,72,个,8.9,茶花,茶花现代家居用品股份有限公司,福州,0.9,46,2026-11-23,H
5438,6921489001514,茶花塑料凳子矮凳 0802 儿童方凳时尚创意换鞋凳 正品特价,40,只,23.9,茶花,茶花现代家居用品股份有限公司,福州,1.0,38,2027-06-21,E
5439,6921489003563,茶花0711大号圆型晒衣架（18夹）,（18夹）0711,个,29.9,茶花,茶花现代家居用品股份有限公司,福州,1.0,34,2027-01-05,F
5440,6921489006144,茶花 塑料淘米筛 洗米筛 淘米篮 淘米盆 洗米盆1906 沥水篮洗菜筐,1Pcs/个,只,9.6,茶花,茶花现代家居用品股份有限公司,福建,1.0,20,2026-12-19,B
5441,6921480218270,味事达(福达集团)味极鲜特级酿造酱油(半透明/非透明塑料(桶)瓶)4177_1600毫升,瓶,瓶,25.5,味事达,开平味事达调味品有限公司,广东,1.0,26,2027-05-26,G
5442,6921489004867,茶花 儿童专用椅0821 塑料家居 塑料椅子 小孩靠背板凳,20/个,个,34.9,茶花,茶花现代家居用品股份有限公司,福州,1.0,26,2027-01-10,G
5443,6921501103684,四洲芥辣味紫菜条（6束）,4.5克/袋,包,3.6,友谊超市,你口四洲(汕头)有限公司,汕头,1.0,40,2027-02-01,D
5444,6921522320244,羊胎素SOD蜜,100g,瓶,12.8,朗力福,苏州朗力福保健品有限公司,江苏苏州,1.0,46,2027-07-17,A
5445,6921431220314,智仁 低糖纯香黑芝麻糊 700g,袋装,袋,25.0,智仁,桂林智仁食品工业有限公司,广西,1.0,48,2027-09-10,E
5446,6921441868032,北豆根胶囊,30mg*20粒,盒,6.0,兴安岭,伊春药业有限公司,伊春药业,1.0,21,2026-10-14,H
5447,6921459700058,纯小磨香油,1*450ml,瓶,28.6,建华,四川成都建华食品有限公司,四川,1.0,25,2027-07-31,B
5448,6921459700522,400g建华白芝麻酱调料,1*24/件/瓶,瓶,17.5,建华,四川成都建华食品有限公司,四川,1.0,20,2027-07-15,G
5449,6921504000065,蜂王浆,320g,瓶,41.7,王凯,宁波金蜂食品有限公司,上海,1.0,34,2026-12-15,D
5450,6921522399011,蛇油果酸护手霜,80g,支,7.9,朗力福,苏州朗力福保健品有限公司,江苏苏州,0.8,46,2027-04-01,H
5451,6921431288550,智仁阿胶蜂蜜膏1000克,1000g礼盒,盒,60.0,智仁,桂林智仁食品工业有限公司,344,1.0,23,2027-04-07,H
5452,6921489004744,3102-A中号淋膜纸杯（1x50）,&#216;7.3*8.8,提,11.3,chahua,茶花现代家居用品股份有限公司,福建,1.0,39,2027-09-10,C
5453,6921480218287,“味事达”味极鲜酱油,瓶,瓶,7.2,味事达,开平味事达调味品有限公司,广东,1.0,40,2027-05-20,H
5454,6921502654123,皇味红枣高铁莲子羹950g,950g,盒,60.0,皇味,广西亿发食品饮料有限公司,青岛,1.0,33,2026-12-16,B
5455,6921522385021,灵芝胎盘礼盒装,1*6盒*60粒,盒,197.0,朗力福,苏州朗力福保健品有限公司,江苏	苏州	,1.0,23,2027-06-22,C
5456,6921504000218,紫云英,500g,瓶,21.0,王凯,宁波金蜂食品有限公司,上海,1.0,34,2027-02-07,B
5457,6921471500155,苏教版1-2年级组合套装A4书皮*3；16K书皮*5；22K书皮*1；32K书皮*2,A4书皮*3；16K书皮*5；22K书皮,瓶,24.6,壹分钟,甘肃添彩纸品包装科技开发有限公司,地,1.0,47,2027-03-19,D
5458,6921489004584,2532三组方便调味盒,24*12.3*7.8,个,16.9,chahua,茶花现代家居用品股份有限公司,福州,1.0,42,2027-03-10,G
5459,6921489003365,茶花印花脚踏卫生桶1501-A  28cm,1501-A,板,75.9,茶花,茶花现代家居用品股份有限公司,福州,0.9,47,2027-09-07,H
5460,6921489003914,茶花方型五金强力粘钩 货号；2910,2个,个,5.5,茶花,茶花现代家居用品股份有限公司,广州,1.0,43,2027-07-13,E
5461,6921489005376,网面小圆凳,36,个,29.9,CHAHUA,茶花现代家居用品股份有限公司,福建,0.8,49,2027-01-01,E
5462,6921505070104,胶装本M008,A5 /80,本,3.8,万仕龙,亚龙纸制品(昆山)有限公司,江苏,1.0,46,2026-09-23,G
5463,6921489007769,茶花椭圆型小袜架（8夹头）0770,（8夹头）0770,个,9.9,茶花,茶花现代家居用品股份有限公司,福建,1.0,45,2027-09-04,G
5464,6921543011817,银杏叶片,9.6mg:2.4mg*24片,盒,10.0,东乐,涿州东乐制药有限公司,汤州东乐,1.0,26,2027-07-07,A
5465,6921489000906,茶花塑料水瓢1905 水舀子高级小水瓢水勺,84,个,9.9,茶花,茶花现代家居用品股份有限公司,广州,1.0,41,2026-09-02,A
5466,6921489003891,茶花 CH－R强力粘钩可爱厨房卫浴门后挂钩塑料家居 2908,1/组,排,6.5,茶花,茶花现代家居用品股份有限公司,福建,1.0,40,2026-10-10,B
5467,6921510931223,旺旺碎冰冰家庭装,78ml*8,袋,8.1,旺旺,南京大旺食品有限公司,南京,1.0,31,2027-01-13,B
5468,6921529301802,窖藏五年赤霞珠干红葡萄酒,750ml,瓶,11.0,朋珠,烟台蓬珠酒业有限公司,地,1.0,30,2027-01-05,D
5469,6921502654093,皇味高钙黑芝麻糊280克,280克（35克×8小包）,袋,11.0,皇味,广西亿发食品饮料有限公司,青岛,1.0,50,2027-02-28,F
5470,6921504000362,蜂蜜,500g,罐,17.6,王凯,宁波金蜂食品有限公司,上海,1.0,48,2027-09-16,B
5471,6921489006311,茶花锅盖架2228,2228,个,9.9,茶花,茶花现代家居用品股份有限公司,福州,1.0,34,2026-11-28,H
5472,6921512700049,中华墨汁,250g,瓶,35.9,一得阁,北京一得阁墨业有限责任公司,浙江,1.0,25,2027-09-16,D
5473,6921504000348,蜂蜜,220克,瓶,15.5,王凯,宁波金蜂食品有限公司,上海,0.9,49,2026-12-13,H
5474,6921505017079,亚龙精装本A5-96页硬抄,A5/96,本,5.2,万仕龙,亚龙纸制品(昆山)有限公司,江苏苏州,1.0,38,2026-10-13,H
5475,6921522320046,蛇胆牛黄花露水,195ml,瓶,6.5,朗力福,苏州朗力福保健品有限公司,苏州,0.9,25,2027-04-22,D
5476,6921532488668,妇炎灵胶囊,0.4g*16粒,瓶,7.0,hw,陕西省科学院制药厂,陕西,1.0,29,2027-09-22,D
5477,6921489004980,普通方凳,20,个,41.9,CHAHUA,茶花现代家居用品股份有限公司,福建,1.0,29,2026-10-15,D
5478,6921502654109,皇味早餐黑芝麻糊280克,280克（35克×8小包）,袋,11.0,皇味,广西亿发食品饮料有限公司,青岛,0.9,20,2027-02-20,C
5479,6921489007424,正品 茶花 卡通帽式转动强力粘钩厨房浴室门后可爱塑料挂钩 2923,货号：2923,片,8.0,茶花,茶花现代家居用品股份有限公司,福州,1.0,25,2027-04-02,A
5480,6921522399332,蛇胆珍珠清爽洁面乳,120g,支,18.8,朗力福,苏州朗力福保健品有限公司,江苏苏州,1.0,33,2026-09-17,A
5481,6921522399134,羊胎全天候保湿滋养霜,60g,瓶,23.0,朗力福,苏州朗力福保健品有限公司,江苏苏州,1.0,42,2027-05-29,C
5482,6921489003570,茶花大椭圆型晒衣架16夹 耐用 实惠,（16夹）0712,个,21.0,茶花,茶花现代家居用品股份有限公司,福建,1.0,38,2027-06-26,C
5483,6921522300406,朗力福男士霜6755_50克,-,瓶,23.8,朗力福,苏州朗力福保健品有限公司,苏州,1.0,22,2027-05-06,F
5484,6921512700018,一得阁墨汁 500g,1.0/瓶,瓶,10.8,一得阁,北京一得阁墨业有限责任公司,北京,1.0,36,2026-11-30,D
5485,6921500231616,大龙耳,300g,包,7.9,百辉,佛山市顺德区百辉食品有限公司,顺德,0.9,33,2027-08-21,E
5486,6921570903468,莉奥兰(长城)牛奶去斑增白洗面奶2861_120克,120ml/支,瓶,5.0,莉奥兰,佛山市南海长城日用化工厂,佛山,1.0,48,2027-08-29,F
5487,6921567015587,泰山仙草蜜,330克×12罐,罐,43.2,泰山,泰山企业(漳州)食品有限公司,漳洲,1.0,39,2027-09-08,B
5488,6921555585986,大今野葱香排骨面五连包,111*5,包,7.9,今麦郎,今麦郎面品有限公司,河北,1.0,46,2026-12-15,G
5489,6921567022288,牛奶花生,370g*12罐,盒,36.0,泰山牌,泰山企业(漳州)食品有限公司,福建,1.0,33,2027-03-25,D
5490,6921567068842,泰山莲子八宝粥,370g,听,3.7,泰山,泰山企业(漳州)食品有限公司,漳洲,1.0,45,2027-09-15,D
5491,6921580290022,30g烧烤王,30g,袋,3.9,乐畅,山东乐畅调味品有限公司,山东,1.0,20,2026-11-27,F
5492,6921581596048,三得利乌龙茶饮料（无糖） 500ml,500ml,瓶,4.5,三得利,汇源三得利(上海)饮料有限公司,地,1.0,43,2027-02-01,F
5493,6921594888253,特白卫生纸(350克）,170×250,包,3.9,双熊猫,衢州双熊猫纸业有限公司,浙江,1.0,21,2027-06-15,B
5494,6921595454129,300G虹牌龙井特级,300g,盒,288.0,虹牌,杭州宏达茶叶有限公司,杭州,1.0,39,2027-07-02,E
5495,6921651500203,秋花日网卫生巾10*24,10*24,包,29.3,秋花,珠海市金能纸品有限公司,珠海,1.0,25,2027-06-18,E
5496,6921595454488,虹(宏达)西湖龙井茶(不分~盒~不分)5770_125克x2,250g特级,盒,177.6,虹,杭州宏达茶叶有限公司,浙江杭州,1.0,33,2026-09-22,E
5497,6921595454112,100g虹牌一级龙井茶叶,100g,包,28.0,虹牌,杭州宏达茶叶有限公司,浙江杭州,1.0,28,2026-10-19,D
5498,6921634318122,阿高师傅榨菜条,158克,包,2.6,阿高,海宁市龙桥蔬菜有限责任公司,海宁,1.0,23,2026-11-03,E
5499,6921609488188,齐鲁豆腐乳,340g,瓶,13.7,齐鲁,淄博齐鲁酿造有限公司,齐鲁,1.0,47,2027-07-21,A
5500,6921655322313,黄桃罐头,550g/瓶,瓶,13.1,达声,保定市大明食品有限公司,河北,1.0,29,2027-07-08,G
5501,6921627000089,练市黄酒,400ml,袋,1.4,练市,浙江练市酒业有限公司,湖州,1.0,39,2026-09-05,C
5502,6921572700126,单黄月饼110g,110g,包,11.5,东花,东莞市东花食品有限公司,上海,1.0,26,2026-10-28,G
5503,6921633922481,猕猴桃果粒果汁饮料,245ml,瓶,6.0,果王,湘西老爹生物有限公司,11,1.0,42,2027-05-26,E
5504,6921669825404,滴露植经典松木健康抑菌香皂115克×4,115克×4,套,17.3,滴露,利洁时家化(中国)有限公司,湖北,1.0,24,2027-05-30,C
5505,6921634380884,美味菜丝,70克,包,7.5,阿高,海宁市龙桥蔬菜有限责任公司,浙江.海宁,0.9,40,2027-05-30,D
5506,6921669897227,滴露洗手液(松木) 500毫升,500g送300g,套,21.7,滴露,利洁时家化(中国)有限公司,广州,1.0,20,2027-03-11,G
5507,6921704100206,玉炳香酥鸭500g,500g,袋,21.4,玉炳,重庆市玉炳食品有限公司,352,1.0,31,2027-08-24,D
5508,6921655322153,什锦水果罐头,1250g/瓶,瓶,18.1,达声,保定市大明食品有限公司,河北,1.0,35,2026-12-21,F
5509,6921669897241,【两件起售】滴露滋润倍护抑菌洗手液500克送补充装300克,500g,套,29.0,滴露,利洁时家化(中国)有限公司,广州,1.0,42,2027-03-02,E
5510,6921704100213,玉炳川味香肠(常温~烤肠~川味)948_500克,500g,袋,53.5,玉炳,重庆市玉炳食品有限公司,重庆,1.0,39,2027-07-21,G
5511,6921704100138,白市土板鸭650g,袋,袋,50.7,玉炳,重庆市玉炳食品有限公司,重庆,1.0,48,2026-10-26,F
5512,6921704100053,纸盒腊肉350g,350g,袋,27.8,玉炳,重庆市玉炳食品有限公司,重庆,1.0,46,2027-03-18,G
5513,6921693026181,三皇萧山萝卜干258克,258克,袋,17.4,三皇,杭州萧山梅西八字桥酱菜厂,浙江杭州,1.0,40,2027-08-26,A
5514,6921734953483,得力5348文件夹(蓝)(只),31*23.5,本,8.9,得力,得力集团有限公司,浙江,1.0,25,2027-04-12,C
5515,6921708000359,味皇杨梅,220克,盒,15.5,恒彬,杭州恒冠食品有限公司,杭州,1.0,41,2026-10-30,D
5516,6921734956026,得力档案盒,1只,个,9.9,得力,得力集团有限公司,浙江,1.0,34,2027-06-02,H
5517,6921734966193,得力6619中性笔0.5mm子弹头(黑)(3支/卡),0.5mm,排,5.0,得力,得力集团有限公司,浙江,1.0,36,2027-03-05,G
5518,6921734964304,得力6430三角尺30cm(套),No.6430；银色；1套,套,7.9,得力文具,得力集团有限公司,浙江,1.0,50,2027-08-07,H
5519,6921766100800,香酥炸鸡配料,45g,袋,2.3,小丑娃,武汉小丑调味食品有限公司,武汉,1.0,39,2027-01-16,B
5520,6921718051976,辣妹子桔片爽500g,500g,瓶,8.2,辣妹子,辣妹子食品股份有限公司,335,0.9,48,2026-12-18,F
5521,6921734986030,得力8603圆规(四件套)(套),8603,套,15.4,得力,得力集团有限公司,浙江,0.9,21,2027-08-02,E
5522,6921755900121,冠心苏合胶囊,0.35g*30粒,瓶,8.0,红花牌,天津宏仁堂药业有限公司,天津宏仁堂,1.0,38,2026-11-27,G
5523,6921734906106,得力0610B削笔机,No.0610B 黑,个,24.2,得力,得力集团有限公司,浙江,1.0,50,2026-11-11,C
5524,6921734969163,得力思达子弹头中性笔芯,0.5mm蓝色,支,0.65,得力思达,得力集团有限公司,浙江省,1.0,37,2027-04-21,E
5525,6921734920539,得力2053美工刀(混)(把),No.2053；SK 5-80X9X0.,把,2.2,得力文具,得力集团有限公司,浙江,1.0,50,2027-08-28,B
5526,6921734985651,得力8565-5#黑色长尾票夹19mm筒装(40只/筒),5#,盒,12.0,得力,得力集团有限公司,浙江,1.0,30,2026-11-02,F
5527,6921704100190,樟茶彩袋板鸭650g,650g,袋,50.8,玉炳,重庆市玉炳食品有限公司,重庆,1.0,34,2027-09-28,G
5528,6921746900017,咽立爽口含滴丸,25mg*36丸,盒,7.0,艾纳香,贵州黄果树立爽药业有限公司,贵州,1.0,33,2027-02-15,H
5529,6921734993748,得力薄型复写纸100张 规格127.5*185mm 32K 色别：双面蓝色,色泽均匀柔和，表面光,本,5.5,得力,得力集团有限公司,浙江宁海,1.0,48,2027-06-11,G
5530,6921703500076,隆福源100%洋槐蜜,500g,瓶,19.0,隆福源,南京隆福源农产品发展有限公司,南京,1.0,20,2027-01-15,E
5531,6921710258021,茶树菇,200克,袋,40.5,超龙,古田县和平食品有限公司,福建古田,1.0,29,2026-12-04,E
5532,6921734975065,自动号码机,6位,个,50.0,得力,得力集团有限公司,宁波,1.0,30,2027-03-14,D
5533,6921734909091,得力909笔筒（黑）（只）,NO.909；黑色；1只,个,15.0,得力文具,得力集团有限公司,浙江,1.0,31,2027-01-12,F
5534,6921734985569,得力8556-6#彩色长尾票夹15mm(筒装)(混)(60只/筒),6#,盒,8.58,得力,得力集团有限公司,浙江,1.0,34,2027-04-19,H
5535,6921734976642,得力7664办公无线装订本(混)-60张-B5(本),7664,本,7.0,得力,得力集团有限公司,浙江,1.0,45,2027-04-25,A
5536,6921734908018,得力801封箱器(混)(只),No.801；48mmx150码；混色；,个,8.2,得力文具,得力集团有限公司,浙江,1.0,44,2026-10-19,C
5537,6921734955012,得力文件袋,1只,个,2.0,得力,得力集团有限公司,浙江,1.0,30,2026-10-09,C
5538,6921734902214,得力0221订书机10#(混)(台),No.0221；混色；1台,个,6.5,得力文具,得力集团有限公司,浙江,1.0,44,2027-09-11,H
5539,6921730200130,康舒 1# 平煲,个/个,台,30.8,康舒陶瓷,江西省康舒陶瓷有限公司,江西,1.0,22,2027-07-16,E
5540,6921730200260,康舒陶瓷煲12号,3300ml,台,59.0,康舒,江西省康舒陶瓷有限公司,江西,1.0,31,2027-03-04,F
5541,6921734957023,文件盒,A4,个,30.9,得力,得力集团有限公司,浙江,1.0,25,2027-05-27,G
5542,6921734976543,得力无线装订本7654（80页A5）,210*148mm,本,5.9,得力,得力集团有限公司,浙江,1.0,43,2026-10-03,H
5543,6921734903020,得力0302订书机12#(混)(台),No.0302；混色；1台,个,3.3,得力文具,得力集团有限公司,浙江,1.0,39,2027-05-01,E
5544,6921774600057,金鰲  豉油肠 500g,500g,袋,50.0,金鰲,东莞市新兴隆食品厂(普通合伙),东莞,1.0,22,2027-03-22,D
5545,6921734976956,得力7695办公螺旋本(混)-100张-B5(本),7695,本,9.6,得力,得力集团有限公司,浙江,0.9,33,2026-11-21,A
5546,6921734956033,得力5603档案盒(黑)(只),NO.5603；A4-55mm,个,18.0,deli 得力,得力集团有限公司,浙江,0.9,31,2026-10-01,C
5547,6921774600392,金鰲 豉油肠礼盒 900g,900g,盒,118.0,金鰲,东莞市新兴隆食品厂(普通合伙),东莞,1.0,46,2026-12-17,G
5548,6921734985613,得力8561-1#黑色长尾票夹51mm(筒装)(12只/筒),1#,盒,13.2,得力,得力集团有限公司,浙江,1.0,33,2027-01-06,C
5549,6921734976857,得力P07685办公螺旋本(混)(6本/包),P07685,本,7.4,得力,得力集团有限公司,浙江,1.0,45,2027-08-29,F
5550,6921734985521,得力8552-2#彩色长尾票夹41mm(筒装)(混)(24只/筒),2#,筒,22.0,得力,得力集团有限公司,宁波,1.0,29,2026-09-18,H
5551,6921734906038,得力剪刀,170mm,把,3.9,得力,得力集团有限公司,浙江,1.0,46,2027-07-24,E
5552,6921774600163,金鰲 美味粒粒肠 400g,400g,袋,36.0,金鰲,东莞市新兴隆食品厂(普通合伙),东莞,0.9,25,2026-11-07,C
5553,6921738033334,PS106替芯袋,24支/小盒 240支/中盒 4320支,支,1.1,宝克,广东宝克文具有限公司,广东,1.0,45,2027-06-26,H
5554,6921734976505,得力7650无线本笔记本(混)-30页-A5(本),210×148mm,本,2.5,得力,得力集团有限公司,浙江,1.0,27,2027-04-28,F
5555,6921738000039,MP310白板笔、小盒、中盒,支,支,2.0,宝克,广东宝克文具有限公司,273,0.9,34,2027-08-23,E
5556,6921789010308,复方利血平氨苯蝶啶片,30片/盒,盒,21.0,0号,华润双鹤药业股份有限公司,北京双,1.0,33,2027-01-22,F
5557,6921808500049,永康黄桂稠酒,2.5Ｌ,瓶,17.8,永康,西安市沣东新城永康食品厂,地,1.0,25,2026-10-12,B
5558,6921734986016,得力圆规No.8601,No.8601,支,6.37,deli 得力,得力集团有限公司,浙江宁海,0.7,36,2027-02-17,E
5559,6926701321142,茅台镇财源滚滚,大礼盒,合,156.0,利波,成都市九州老窖酒厂,贵州,1.0,49,2026-11-05,D
5560,6921734985668,得力8566-6#黑色长尾票夹15mm筒装(60只/筒),6#,60个,15.5,得力,得力集团有限公司,宁波,1.0,34,2026-11-04,F
5561,6921751300017,醒脾养儿颗粒,每盒装12袋,盒,19.0,醒脾养儿颗粒,贵州健兴药业有限公司,贵州,1.0,48,2027-02-06,H
5562,6921774600491,金鰲 传统肠 500g,500g,袋,30.0,金鰲,东莞市新兴隆食品厂(普通合伙),东莞,1.0,28,2027-03-29,C
5563,6926691316418,珍爱卫生湿巾10片独立装,17*8*2,包,3.9,珍爱,重庆珍爱卫生用品有限责任公司,上海,1.0,39,2027-06-13,B
5564,6926726000152,金丝枣肉干280g,280g,袋,16.9,枣树园,沧州枣园食品有限公司,河北,1.0,45,2027-03-19,G
5565,6926763600087,很久以前（油炸型膨化食品）23克,23克,台,23.2,萌哆奇,郑州市丰和源食品有限公司,中山,1.0,37,2026-12-11,H
5566,6926674500063,春华150G紫香皇150G,150G,袋,16.7,春华,南通春华食品有限公司,江苏南通,1.0,28,2027-09-12,B
5567,6926726000268,枣园天然无核小枣,350g,袋,14.8,枣树园,沧州枣园食品有限公司,沧州,0.8,25,2026-12-15,F
5568,6926763600018,龙卷酥（油炸型膨化食品）23克,23克,台,16.0,萌哆奇,郑州市丰和源食品有限公司,广东,1.0,22,2027-06-06,B
5569,6926771700618,大爱林邑500g(20支/组),10g,筒,3.5,林邑,郴州市嘉华面业有限责任公司,140,1.0,21,2027-02-03,B
5570,6926726000121,枣树园金丝蜜枣454g,454g,袋,12.4,枣树园,沧州枣园食品有限公司,河北,1.0,41,2027-03-08,C
5571,6926762300049,银雪有网棉被定制,定制,袋,12.7,好睡眠,南昌星月家用纺织品有限公司,西安,1.0,29,2027-07-05,F
5572,6926762300025,棉花床褥垫被定制,定制,袋,19.9,好睡眠,南昌星月家用纺织品有限公司,西安,0.9,33,2027-08-04,B
5573,6926799616335,姬芮Za T区修护蜜粉5g 其他T区护理产品 完美妆容,5g,瓶,78.0,姬芮,资生堂中信化妆品有限公司,上海,1.0,31,2027-05-16,H
5574,6926872600015,尤维斯牌鱼油软胶囊,1000mg*100粒,盒,77.0,尤维斯牌,天津万宁保健品有限公司,天津,1.0,35,2027-07-15,D
5575,6926764345673,小儿氨酚烷胺颗粒（12袋装）,每袋装4克,盒,10.0,好娃娃,太阳石(唐山)药业有限公司,太阳石药业,1.0,27,2027-03-18,H
5576,6926904600341,野玫瑰蜜膏500g*20,500g*20,瓶,24.6,别有蜂味,江西花圣食品有限公司,江西,1.0,43,2027-03-04,G
5577,6926763600124,香辣虾60克,60克,台,26.4,萌哆奇,郑州市丰和源食品有限公司,中山,1.0,33,2027-06-10,B
5578,6926872600060,尤维斯牌大豆磷脂软胶囊,120g(1.2mg*100粒),盒,67.0,尤维斯牌,天津万宁保健品有限公司,天津,1.0,22,2026-12-18,E
5579,6926770811827,垛辣椒,285G,包,2.8,湘楚王,长沙市美鲜坊食品有限公司,长沙,1.0,44,2026-11-16,E
5580,6926858900979,128克原味香瓜子,纸袋装,袋,4.2,大好大食品,浙江大好大食品有限公司,浙江温州,1.0,24,2027-07-08,D
5581,6926916500011,200021,1,盒,18.6,闺秘,深圳闺秘雅服饰实业有限公司,深圳,1.0,24,2027-01-04,H
5582,6926937400420,1.8L纯正菜籽油,1.8L,件,28.0,盘中餐,盘中餐粮油食品(长沙)有限公司,香港,0.8,35,2027-09-18,D
5583,6926937400086,180ml100%香麻油,180ml,袋.,10.9,盘中餐,盘中餐粮油食品(长沙)有限公司,156,1.0,33,2027-03-20,A
5584,6926916500073,200081,1,盒,29.2,闺秘,深圳闺秘雅服饰实业有限公司,深圳,1.0,43,2027-09-29,H
5585,6926872600268,尤维斯牌芦荟软胶囊,1.0g*60粒,盒,77.0,滋新,天津万宁保健品有限公司,天津,1.0,34,2026-09-08,G
5586,6926872600046,尤维斯牌维生素CE片,1.2g*60片,盒,108.0,尤维斯牌,天津万宁保健品有限公司,天津,0.9,39,2026-09-04,B
5587,6926873900015,维维豆奶粉560G,560G,袋,24.9,乐万福,姜堰区乐万福食品厂,江苏,1.0,30,2027-07-12,B
5588,6926937400437,1.8L一级大豆油,1.8L,件,26.0,盘中餐,盘中餐粮油食品(长沙)有限公司,香港,1.0,31,2026-10-25,C
5589,6926872600145,尤维斯牌多维口嚼片(儿童型),700mg*60片,盒,69.0,滋新,天津万宁保健品有限公司,天津,1.0,48,2027-04-12,A
5590,6926892516181,牛奶花生复合蛋白饮品,370g × 12,箱,89.0,银鹭,厦门银鹭食品集团有限公司,厦门,1.0,28,2027-01-31,H
5591,6926874100056,迁君子500克,500克,包,19.4,徽豪,亳州市润邦食品销售有限公司,上海,1.0,34,2026-11-10,E
5592,6926955800035,禅宝水时代饮用纯净水2L,2L,瓶,11.6,禅宝水时代,广东禅宝饮料有限公司,10,0.8,20,2027-05-18,H
5593,6926872600251,尤维斯牌膳食纤维素片,1175mg*60片,盒,97.0,滋新,天津万宁保健品有限公司,天津,1.0,47,2027-02-12,D
5594,6926937400345,5L纯正菜籽油,5L,件,69.9,盘中餐,盘中餐粮油食品(长沙)有限公司,香港,1.0,48,2027-04-06,B
5595,6927006133430,百雀羚绵羊油防冻防裂膏,80g,瓶,14.8,百雀羚,上海百雀羚日用化学有限公司,上海,1.0,34,2027-06-25,F
