id,name,spec,unit,price,brand,discount,inventory,expiration_data,product_location
6085,兴瑞葡萄干玫瑰红120g,120g,袋,5.4,兴瑞,1.0,39,2027-03-28,D
6086,可洁可净新动力异型孔刷毛牙刷K304,6*12支,盒,4.0,可洁可净,1.0,35,2026-09-28,F
6087,好展新红烧排骨面,502g,袋,34.6,好展新,1.0,41,2027-06-30,A
6088,好展新香菇焖肉面,480克,包,11.7,好展新,1.0,21,2026-12-08,B
6089,好展新鸡汁鲜味面,506g,包,12.4,好展新,1.0,21,2027-05-30,F
6090,茶花生,128g,包,21.8,天禧,1.0,45,2026-09-07,D
6091,好展新牛肉炸酱面,526g,袋,32.4,好展新,1.0,38,2027-05-29,G
6092,物理磨尖毛牙刷,公称丝径：0.18mm,盒,9.6,可洁可净,1.0,45,2026-12-12,C
6093,磨砂洁面乳,60ml,瓶,63.2,君采,1.0,35,2027-07-28,E
6094,梦伊俏棉衣,L,部,14.9,梦伊俏,1.0,26,2026-10-01,E
6095,笑爽日用纤巧亲肤棉柔,纤巧棉柔日用,包,6.6,笑爽,1.0,24,2027-03-01,F
6096,牛奶保湿洁面乳,100ml,瓶,33.5,君采,1.0,33,2027-05-11,A
6097,三清优质棉棒QS-A035,1*160/盒,支,6.9,三清,1.0,29,2026-11-22,H
6098,可洁可净 新动力异型孔刷毛牙刷 K305,1Pcs/支,盒,6.5,可洁可净,1.0,49,2027-05-17,C
6099,山楂片,3*3,袋,27.9,隆山,1.0,32,2026-09-07,C
6100,慕风高端塑身衣,黑色/XL,把,108.4,慕风,1.0,33,2027-03-30,G
6101,哈尔斯350ml卡通吊带杯,HB-350FAD,个,63.0,HAERS,1.0,41,2027-04-12,A
6102,慕风高端塑身衣,黑色/L,把,181.9,慕风,1.0,24,2026-11-01,E
6103,去屑柔亮洗发露,380ml,瓶,23.3,君采,1.0,33,2026-11-23,E
6104,无磁美式高锅,18cm,个,69.0,添美食,0.9,42,2026-12-08,G
6105,廿四味凉茶固体饮料,160g,包,9.8,葛仙翁,1.0,20,2027-07-11,F
6106,餐具蔬果洗涤液,500毫升,支,14.0,百赢,1.0,32,2027-06-12,D
6107,牛奶保湿洁面乳,150ml,瓶,47.5,君采,1.0,26,2027-03-09,A
6108,沐浴露,680ml,瓶,37.5,君采,1.0,50,2027-08-19,G
6109,颈椎治疗仪,DFR/JZ CD-1,个,486.0,东方人,1.0,43,2027-01-09,G
6110,颈椎治疗仪,DFR/JZ CD-5,个,360.0,东方人,1.0,32,2026-09-14,G
6111,复方板蓝根颗粒,15g*15袋,包,4.0,葛仙翁,0.9,44,2027-06-23,C
6112,蛋中王熟咸蛋,65g,个,16.8,麻老鸭,1.0,21,2026-11-10,G
6113,40g罗老二南瓜子,1*100,罐,4.0,罗老二,1.0,50,2026-11-22,B
6114,老才臣  米醋 500ml,500ml,支,6.7,老才臣,1.0,21,2026-10-12,F
6115,消炎退热颗粒,10g*16袋,包,8.0,葛仙翁,1.0,35,2026-10-20,A
6116,无磁美式高锅,20cm,个,69.0,添美食,1.0,38,2027-01-27,B
6117,49度道光廿五原浆酒,475ml×6,瓶,10.4,道光廿五,1.0,33,2027-05-22,F
6118,袋装米醋,350ml×30袋,瓶,2.4,老才臣,0.9,33,2027-03-20,A
6119,滋润嫩肤沐浴露,1300ml,瓶,22.9,君采,1.0,38,2026-10-06,D
6120,非凡女套装,-,套,40.0,非凡之恋,1.0,35,2027-01-25,D
6121,42度道光廿五国宝酒,500ml×6,瓶,26.8,道光廿五,1.0,27,2027-02-05,B
6122,海苔起士,150g,盒,5.3,C&OK,1.0,31,2026-12-20,D
6123,天恩鸡块55g,55g,袋,35.9,随便,0.8,47,2027-02-03,F
6124,52道光廿五贡洒2号,500ml×6,盒,68.0,道光廿五,1.0,44,2027-04-27,G
6125,MS8463,肤色/XXL,把,23.8,慕风,1.0,32,2026-11-10,B
6126,老才臣味极鲜酱油,500ml,坛,8.2,老才臣,0.8,29,2027-03-02,B
6127,黄豆酱油,800ml,桶,8.0,老才臣,1.0,25,2027-06-17,E
6128,麻辣火锅料,150g,袋,1.9,老才臣,1.0,42,2027-01-07,H
6129,生抽酱油,500ml,瓶,5.0,老才臣,1.0,45,2027-03-27,D
6130,Brofeta HASSELBLAD哈苏V口 503/500/205/SWC中背带,115cm,瓶,49.9,Brofeta 锋瑭兄弟,1.0,33,2026-12-17,C
6131,42度道光御液酒,500ml×6,盒,11.4,道光廿五,1.0,37,2027-08-09,F
6132,康洁(宏洁)康洁之星拖把(拖把~单支~其它)390_1个,1/把,把,28.2,康洁,0.9,25,2027-03-13,G
6133,蓝博士玻璃清洁液500ml,500克,瓶,68.0,蓝博士,1.0,41,2027-02-15,C
6134,蓝博士内衣清洗液,800克,瓶,142.6,蓝博士,0.8,47,2027-05-01,B
6135,黄豆酱油,500ml,瓶,6.7,老才臣,1.0,32,2027-03-09,E
6136,3.5不锈钢保温桶,3.5*2.5,个,12.1,银仟,1.0,41,2027-02-07,H
6137,百利新威风刀片送刀架,BP110,盒,16.9,百利,1.0,30,2027-07-04,D
6138,45度道光廿精品佳酿酒,500ml×6,瓶,20.2,道光廿五,1.0,46,2026-12-18,F
6139,百利 剃须刀BT109 2+1,BT109,个,13.1,百利,1.0,46,2027-07-04,A
6140,悠哈特浓牛奶糖300g/袋,300g,包,46.0,悠哈,1.0,40,2026-11-12,E
6141,非凡之恋保暖内衣,-,套,15.3,非凡之恋,1.0,20,2027-05-10,H
6142,铁海彩色对虾片180克,180克,盒,19.0,旭海食品,1.0,34,2026-11-30,H
6143,高效黑蚊香,10盘,袋,24.5,奇石,1.0,41,2027-08-06,B
6144,30度五斤鹿茸补血酒回,2450ml/瓶,埕,32.3,劲鹿牌,1.0,23,2026-12-12,B
6145,52度李渡高粱酒.光瓶,500ml,瓶,7.0,李渡,1.0,22,2027-01-17,D
6146,8820,0,本,5.0,申士,1.0,22,2026-12-01,A
6147,李渡喜酒-38度,(500ml),瓶,21.6,李渡酒,1.0,43,2026-12-21,G
6148,蓝博士高效厕清,500克圆瓶装,瓶,8.9,蓝博士,1.0,28,2026-09-15,B
6149,乡巴佬鸡蛋,1个/袋,个,34.6,维彬,1.0,48,2026-09-02,F
6150,北京方庄二锅头酒,500ml,盒,10.0,方庄,0.9,45,2027-07-23,G
6151,191,0,本,28.0,申士,1.0,42,2026-12-11,G
6152,477非凡之恋,-,套,17.3,非凡之恋,1.0,21,2027-01-24,G
6153,非凡之恋男式保暖内衣,-,套,49.9,非凡之恋,1.0,41,2027-06-17,H
6154,奥森特原汁机榨汁机,22.5×17.5×43.8,盒,9.5,AOSTE,1.0,33,2026-12-01,H
6155,原味红米花生,500克,包,11.5,铭园,1.0,32,2027-05-02,E
6156,9504,0,本,8.4,申士,1.0,40,2026-11-30,H
6157,蓝博士油污克星,500克,瓶,17.4,蓝博士,1.0,46,2027-07-11,F
6158,山楂片,160克/包,包,5.0,粤秀,1.0,46,2026-09-29,D
6159,193,0,本,3.6,申士,1.0,48,2027-06-08,F
6160,非凡保暖女套,-,套,79.9,非凡之恋,0.7,23,2026-12-26,C
6161,三枪订书钉,12号,盒,1.0,三枪,1.0,36,2026-12-07,H
6162,银杏叶片,9.6mg:2.4mg*8片*3板,盒,6.0,都乐,1.0,32,2026-12-16,B
6163,电源转换器,TS-605/2.8M,只,35.0,子弹头,1.0,47,2027-07-07,F
6164,北京方庄二锅头酒,500ML,瓶,36.0,方庄,0.9,39,2027-04-15,B
6165,991,0,本,15.8,申士,1.0,34,2027-01-24,F
6166,150g清香马蹄糕,长方形，体积0.000693立方米，纸制,盒,5.2,洪友城,0.9,50,2027-04-30,C
6167,优学健 多维营养强化调制乳粉,900g*6,听,95.2,聪尔壮,1.0,29,2027-01-07,E
6168,150g桂花绿豆糕,长方形，体积0.000693立方米，纸制,盒,4.5,洪友城,0.9,47,2027-01-20,C
6169,A030纯棉AB纱毛巾,34*76cm*100g,条,6.21,瑞春,1.0,44,2026-11-29,B
6170,2.3千克/瓶 精制剁辣椒,2.3千克/瓶×6,瓶,33.5,坛坛乡,1.0,29,2027-05-08,B
6171,可可牛奶,220ml/袋,袋,2.3,海河,1.0,38,2027-09-29,H
6172,脑心舒口服液,10ml*10支,合,6.0,利华,1.0,23,2026-09-20,B
6173,碧桂园纯净水550ml,550ml,瓶,34.67,碧桂园,0.8,27,2027-09-02,B
6174,24小时蚕丝保湿霜50g,50g,桶,20.5,深蓝之谜,1.0,43,2027-04-24,B
6175,极地乐袋鼠男式短袖l,l,盒,10.0,科静,0.9,23,2026-11-08,D
6176,拳王插座QW-2005 2T6M,QW-2005,个,24.4,拳王,1.0,40,2026-11-10,A
6177,拳王QW-2005插座2T4M,QW-2005,个,22.9,拳王,1.0,20,2027-02-18,E
6178,步步为赢素鱼片 40g/包,1*80/包,包,2.0,步步为赢,1.0,45,2027-05-25,B
6179,光明屋型纯鲜牛奶 236ml/盒,盒,盒,4.9,光明,1.0,34,2027-06-08,B
6180,步步为赢嚼味鱼 40g/包,50g,袋,3.0,步步为赢,0.9,37,2027-05-11,D
6181,卓莹半高领男衫内衣,3203,套,28.5,卓莹,1.0,39,2027-06-22,D
6182,JX1090压固式平地拖,JX1090,把,86.9,家欣,0.9,46,2026-09-19,D
6183,40透明,36*12,个,28.5,万事乐,1.0,46,2026-10-10,B
6184,姥山1150g糖水山楂罐头,1150g*6瓶,瓶,16.5,姥山,0.9,24,2026-10-31,C
6185,皇家路易XO白兰地(887木盒),700ml,瓶,399.0,皇家路易,1.0,27,2027-06-13,H
6186,120g步步为赢兰花干子,120g,包,5.9,步步为赢,1.0,48,2027-06-17,G
6187,步步为赢素鱼片 120g/包,120G/袋,袋,5.0,步步为赢,1.0,24,2026-12-12,F
6188,步步为赢卤制块干120g（包）,120G/袋,包,5.0,步步为赢,1.0,50,2027-04-26,F
6189,步步为赢牛汁素肠50g（包）,50g/包,包,2.0,步步为赢,1.0,43,2026-10-11,A
6190,猛龙食品,825g*24,罐,10.1,钟氏,1.0,49,2027-01-07,G
6191,姥山256g糖水橘子罐头,256g*12瓶,瓶,4.5,姥山,1.0,49,2027-05-18,G
6192,956盆,300*112,只,24.7,万事乐,1.0,29,2027-02-16,F
6193,步步为赢香干子50g（包）,50克,包,2.5,步步为赢,1.0,34,2027-01-31,G
6194,957盆,330*120,只,36.8,万事乐,1.0,46,2027-02-16,H
6195,开心无油煎锅28号,28,个,13.8,开心无油煎锅28,1.0,28,2027-05-26,G
6196,姥山720g糖水雪梨罐头,720g*12瓶,瓶,10.2,姥山,1.0,44,2027-09-14,H
6197,步步为赢片片香 100g/包,100g/袋,包,3.5,步步为赢,0.8,43,2027-07-19,E
6198,轩尼诗VSOP干邑白兰地礼盒,700ml,瓶,556.5,轩尼诗,0.8,28,2027-07-04,A
6199,轩尼诗XO礼盒700ml,700ml,盒,1950.0,轩尼诗,0.8,20,2027-04-26,C
6200,香熏沐浴露,500ml,瓶,68.0,樱の秀,1.0,26,2026-11-24,E
6201,步步为赢土鸡翅尖55g55g,55g,袋,5.0,步步为赢,1.0,21,2026-12-23,C
6202,头孢氨苄甲氧苄啶胶囊,75mg*50s,盒,8.0,卜舒,1.0,23,2026-12-18,A
6203,贝亲—产后束腰带（粉/L）,L,盒,88.5,贝亲,1.0,48,2026-12-17,C
6204,贝亲—产后束腹裤（拉链式）（浅黄色/70cm）,70cm,盒,83.5,贝亲,1.0,29,2027-04-25,B
6205,步步为赢块块香86克,86g,袋,4.9,步步为赢,1.0,23,2027-03-13,E
6206,姥山720g糖水什锦罐头,720g*12瓶,瓶,10.2,姥山,1.0,35,2026-11-13,A
6207,720g姥山糖水黄桃罐头,720g*12瓶,罐,10.5,姥山,1.0,50,2027-08-10,F
6208,姥山700g糖水蜜桔罐头,700g*9瓶,瓶,11.8,姥山,1.0,41,2026-10-14,E
6209,贝亲—产前托腹带（粉）LL,LL,盒,83.9,贝亲,1.0,31,2027-09-29,A
6210,姥山1150g糖水桔子罐头,1150g*6,罐,15.0,姥山,1.0,40,2027-03-13,C
6211,贝亲—产后束腹裤（拉链式）（粉色/76cm）,76cm,盒,173.0,贝亲,1.0,39,2027-06-02,D
6212,麻辣牛肉条,35克,包,7.5,马得利,1.0,33,2027-07-25,D
6213,50°粗粮王,1*12*485ml,瓶,22.0,粗粮王,1.0,35,2027-09-14,C
6214,麦特龙华尔夹心饼（水果味）,80g,盒,31.9,麦特龙,1.0,32,2027-04-19,A
6215,豆干200g,200g,包,7.8,一生缘,1.0,32,2026-12-28,D
6216,丰麦蛋黄沙琪玛,长方形,袋,8.4,丰麦,1.0,34,2027-04-04,C
6217,黄花菜,200g,包,26.9,茂林,1.0,32,2027-02-18,G
6218,东晟赢养2倍浓氨基酸265ml265ml*1瓶3,265ml*1瓶3,瓶,34.31,东晟牌,1.0,30,2027-09-08,E
6219,山核桃,128g/袋,包,22.7,杭辉,0.8,26,2027-06-06,F
6220,咸鱼皇带鱼,210克,瓶,11.9,永汉,0.9,24,2027-01-02,F
6221,诺氟沙星胶囊,0.1g/60粒,盒,5.0,诺孚兴,1.0,37,2026-09-04,F
6222,碧生源常润茶,2.5*10袋,盒,29.9,碧生源,1.0,22,2027-06-23,G
6223,秋礼双包(1*2),600G,盒,36.0,彭城,1.0,40,2026-11-23,A
6224,开心果,420g/袋,包,45.8,杭辉,1.0,23,2026-09-02,G
6225,都园长城干红葡萄酒精品1996,750ml,瓶,32.2,都园,1.0,31,2027-03-14,D
6226,元宵茶,5g/包,包,25.3,晶磊,1.0,40,2027-09-23,H
6227,都园城高级干红葡萄酒1992,750ml,瓶,17.1,都园城,1.0,21,2027-06-10,G
6228,"心相印,月飘香,皇家贡品",650g,盒,46.0,彭城,1.0,36,2027-03-27,E
6229,白砂糖,400g/袋,包,24.1,杭辉,0.9,32,2027-02-28,H
6230,60g烧烤牛肉,60g,袋,8.9,川妹子,1.0,22,2027-09-07,D
6231,A安士壶,11cm,只,18.5,三益,1.0,44,2027-07-02,E
6232,脑白金胶囊、口服液0.25克×10粒+250毫升×1瓶,0.25克×10粒+250毫升×1瓶,盒,68.0,脑白金,1.0,31,2027-05-14,E
6233,开心果,165g/袋,包,19.9,杭辉,0.8,23,2027-03-04,A
6234,香香仔辣白菜炒饭/盒,125克,盒,5.5,香香仔,1.0,25,2027-06-23,G
6235,香香仔扬州炒饭/盒,125克,盒,5.4,香香仔,0.9,46,2026-10-24,E
6236,川妹子怪味胡豆,200克,袋,6.2,川妹子,1.0,25,2027-02-03,E
6237,A安士壶,18CM,只,18.4,三益,0.9,36,2027-01-27,G
6238,手剥山核桃,250g/袋,包,44.1,杭辉,1.0,25,2026-11-15,C
6239,茶瓜子,130g/袋,包,23.3,杭辉,1.0,23,2027-04-13,E
6240,俞龙圆瓶山西陈醋420ml,420ml,瓶,4.2,俞龙,1.0,20,2026-12-23,F
6241,烤香蕉片,100g/袋,包,31.1,杭辉,1.0,35,2027-06-20,A
6242,玉带蚕豆,200g/袋,包,35.1,杭辉,1.0,32,2027-07-19,F
6243,关东粘豆包,1100g/袋,袋,15.8,荣发,1.0,22,2027-03-18,B
6244,伊利 老酸牛奶（原味）,150g,袋,6.8,伊利,1.0,49,2026-11-24,E
6245,百年月语,650g,盒,126.4,"盛唐,",1.0,26,2026-10-19,F
6246,荣发粘玉米,600g/袋,袋,22.7,荣发,1.0,35,2026-11-27,E
6247,SABL益消风味发酵乳-原味,100g,盒,13.8,伊利,1.0,30,2027-06-25,C
6248,黄金血康调节血脂胶囊,350mg*50粒,盒,115.3,黄金血康,1.0,40,2027-03-21,E
6249,香香仔番茄牛肉炒饭/盒,125克,盒,5.4,香香仔,1.0,45,2027-04-11,E
6250,52度 泸州老酒 酒疯子 小酒版 125ml,480ml,瓶,10.0,泸州老窖,1.0,40,2027-03-20,D
6251,黄山毛峰茶,100g,袋,14.0,扬波,1.0,45,2026-12-19,E
6252,康汇佳即冲燕麦片,900克,袋,16.8,康汇佳,1.0,24,2027-01-03,B
6253,元朗蛋卷王,454克/罐,包,55.8,元朗,1.0,26,2026-11-19,G
6254,SABL益消风味发酵乳-黄桃果粒,100g*8,盒,16.4,伊利,1.0,36,2027-03-11,A
6255,多味鱼,50*120,包,3.5,口留乡,1.0,42,2026-09-14,G
6256,SABL益消风味发酵乳-草莓果粒,100g,杯,2.0,伊利,1.0,35,2027-05-20,C
6257,康汇佳中老年加钙核桃粉1050g,1*6,盒,85.0,康汇佳,1.0,25,2027-01-10,G
6258,开心果,90克,袋,6.7,金富来,1.0,35,2026-11-03,H
6259,新居爽500ml玻璃净,500ml/瓶,瓶,8.9,新居爽,1.0,36,2027-04-29,F
6260,相思卷,100克,包,2.5,口留乡,1.0,25,2027-06-11,A
6261,乡里腊鱼,100*60,包,3.8,口留乡,1.0,45,2027-06-10,G
6262,力菲牌西洋参含片,1.2g/片*12片/盒,盒,15.0,力菲牌,1.0,29,2027-08-03,E
6263,茅台干红葡萄酒  (经典棕标）,750ml*6/瓶,瓶,109.0,茅台,1.0,38,2027-03-16,C
6264,力菲牌西洋参含片,礼盒1*6,盒,108.0,力菲牌,0.9,22,2026-11-08,G
6265,习郎特曲八年陈酿（礼盒）,38%（V/V)X500ML,盒,110.3,/,1.0,47,2027-02-13,A
6266,葡萄味牛奶饮料,170ml×18袋,袋,1.0,广泽,1.0,31,2026-09-03,B
6267,（金装）孕产妇配方奶粉,900g/听,罐,278.4,明一,1.0,30,2026-12-30,H
6268,纯牛奶,200ml×18袋,袋,1.3,广泽,1.0,45,2027-08-05,C
6269,电熨斗sw-1388,sw-1388,盒,39.9,帅威,0.8,42,2027-06-10,A
6270,永吉彩色红包,1*45,个,2.5,永吉,1.0,49,2027-02-12,A
6271,茅台醇富贵吉祥礼盒52,52°（300ml*2）*5/盒,盒,228.0,茅台牌,1.0,38,2027-04-02,E
6272,蜂老头冬蜂蜜,375g,瓶,12.7,蜂老头,1.0,48,2026-12-26,H
6273,猴头健胃灵胶囊,0.34g*36粒,盒,8.0,新汇,1.0,35,2027-09-20,E
6274,纯鲜剁辣椒,200g*12,瓶,5.5,张氏记,1.0,21,2026-10-27,F
6275,鲜烤醉妃鱼65g,65g,包,12.6,元臻,1.0,40,2027-04-29,B
6276,鲜烤微辣鳕鱼,50g/50g,袋,13.9,元臻,1.0,21,2027-03-19,H
6277,红烧肉自热方便米饭,420克,袋,23.5,远游天下,1.0,26,2027-03-11,F
6278,超纯啤酒,500ml/听,听,3.8,艾尔,0.9,36,2026-10-25,F
6279,西发精制红糖245g,245克,袋,3.5,西发,1.0,30,2027-07-15,C
6280,辣油椒酱,200g*12,瓶,6.9,张氏记,1.0,46,2026-09-01,H
6281,华素片,1.5mg，15片/盒,盒,6.0,华素片,1.0,25,2026-09-30,D
6282,鲜烤锦鮻鱼,50g,袋,14.8,元臻,1.0,49,2026-10-17,E
6283,天地壹号出口装650ml,650ml中国,瓶,13.5,天地壹号,1.0,41,2026-11-25,A
6284,LK-150 记号笔（双头）,包装规格：10支/小盒 100支/中盒,个,2.0,蓝克,1.0,42,2027-06-15,C
6285,水晶糖蒜,500g,本,11.3,忆嘉香,1.0,49,2027-02-05,G
6286,阜宁休闲糕,500g/盒,盒,15.0,阜宁大糕,1.0,26,2027-02-28,G
6287,文博好实在风味大薯片(原味~袋)12781_160克,160g,包,3.9,文博好实在,1.0,27,2026-12-14,C
6288,无花果干,250g,盒,72.0,欧扎克,1.0,31,2027-07-11,H
6289,丘比沙拉酱200g,200g,袋,12.9,丘比,1.0,24,2026-11-15,F
6290,复方氨酚烷胺胶囊,复方，每粒含对乙酰氨基酚0.25克、盐酸,盒,8.0,健生爱民,1.0,48,2027-02-20,G
6291,【体验店2】东洋之花果维多修复润唇膏（深分）4.2g,4.2g,盒,10.2,东洋之花,1.0,33,2026-09-21,C
6292,08A炒鼎,32cm,个,34.9,震龙,1.0,20,2027-09-03,B
6293,丘比沙拉酱香甜味200g,200g,瓶,11.9,丘比,1.0,31,2027-01-04,D
6294,果维多补水润唇膏,4.2g,支,11.8,东洋之花,1.0,25,2027-08-30,B
6295,原田乡木兰自发馒头粉1250g,500,袋,7.45,彼特,1.0,43,2027-04-23,B
6296,05加格饭盒,中号,个,4.8,震龙,1.0,39,2027-02-09,A
6297,川粮精制菜籽油5L,5L/桶,桶,60.0,川粮油脂,1.0,36,2026-10-07,G
6298,鳌岛紫菜30克,30g,包,27.9,鳌岛紫菜,1.0,39,2027-06-30,A
6299,05加格饭盒,大号,个,5.5,震龙,1.0,47,2027-09-18,B
6300,08A炒鼎,34cm,个,38.9,震龙,1.0,39,2026-12-25,F
6301,阿祥哥榨菜片,168克,袋,1.9,阿祥哥,1.0,21,2027-01-09,H
6302,味香源炖排料40G,袋装调味品 每袋20g,袋,3.2,唯香源,1.0,35,2027-02-15,H
6303,野源银耳,150g,袋,27.6,野源,1.0,22,2027-02-24,A
6304,0620 芳草地沐浴花,1*1/个,个,2.8,芳草地,0.9,42,2026-12-17,C
6305,宁馨儿宁夏枸杞酒,500mlx2x5盒,盒,66.0,宁馨儿,0.7,42,2027-05-18,F
6306,恒顺老陈醋4.5度500ml,500ml/500ml,瓶,5.8,恒顺、振晋,0.8,26,2026-10-10,E
6307,可爱多金银花花露水,195ml,瓶,7.6,可爱多,1.0,32,2026-11-01,F
6308,维U颠茄铝胶囊(Ⅲ),16粒*2板,瓶,17.0,渭达苏,1.0,42,2026-10-31,D
6309,400g中粮香雪棒棒面,400g,支,2.9,香雪,1.0,33,2027-02-06,B
6310,碳铝一体羽毛球拍771,771,付,123.0,伟士,1.0,47,2027-03-24,G
6311,卡乐B香浓玉米味粟一烧香脆粟米条,80克,包,7.8,四洲,1.0,26,2027-03-31,F
6312,管道超滤D212,D212,筒,10.2,D&N,0.9,37,2027-02-08,A
6313,电子烟1支装,1支装,包,92.4,KIMREE吉瑞,1.0,50,2026-12-11,H
6314,四洲原味虾条,80克,包,6.6,四洲,1.0,39,2027-02-18,A
6315,六合坊老北京烤鸭,800g,袋,64.7,六合坊,1.0,45,2027-08-05,B
6316,宏民土老帽198克麻辣美味香干,198克*30袋,包,5.8,宏民,1.0,36,2027-08-18,D
6317,奇峰香脆瓜子-200g200g,200g,包,16.8,奇峰山庄,1.0,31,2027-08-19,C
6318,卡乐B是条（烧烤味）40g,40克/包,包,3.8,卡乐B,1.0,20,2027-08-09,C
6319,爱生活爱自己 超丝滑享受 迷人性感纯真丝睡裙s/m/l,s/m/l,瓶,9.0,pangjiu,0.7,31,2027-05-20,A
6320,宏民土老帽218克麻辣鸡汁香干,218克*30袋,袋,5.8,宏民,1.0,32,2027-03-24,E
6321,智能电离子热能机,HLST,捆,42.1,火龙升腾,1.0,21,2026-11-12,F
6322,四洲粟一烧香辣味80克,80克,包,8.0,友谊超市,1.0,39,2026-11-25,G
6323,奇峰山庄奶油瓜子,180克/包,包,16.8,奇峰山庄,1.0,31,2027-01-20,F
6324,（银牌）世界之旅游戏棋,*,盒,48.0,大富翁,1.0,33,2027-03-21,C
6325,前置过滤器D225,D225,筒,9.0,D&N,1.0,21,2027-08-02,F
6326,带鱼,207g,瓶,7.9,龙一,0.9,41,2027-07-13,C
6327,白凉粉,50克,盒,1.0,桂林全州县义和营养食品厂,0.9,46,2027-06-21,C
6328,龙一香辣鱼罐头,207g玻璃瓶,瓶,5.8,龙一,1.0,28,2027-03-05,D
6329,（银牌）中国之旅游戏棋,*,套,59.3,大富翁,0.9,21,2026-10-13,A
6330,洋河42度天之蓝,-/瓶,瓶,478.0,洋河,1.0,37,2026-10-31,A
6331,第六感冰火一体3只装,3片装,盒,5.8,杰士邦,1.0,49,2027-03-25,D
6332,《虎嗅蔷薇》重磅独家预定 极正绝好！纯棉绒里精绣虎头帽子卫衣s/m/l,s/m/l,瓶,54.8,pangjiu,1.0,42,2027-02-25,C
6333,手工挂面,800ml,袋,37.3,疙瘩沟,1.0,26,2026-09-18,A
6334,松软细腻低糖芝麻糕200g,200g,盒,23.5,钦月,1.0,38,2027-03-06,H
6335,溢香醇龙井茶一级茶叶100克,100克/听,听,39.6,溢香醇,1.0,30,2027-06-04,F
6336,对自己好一点~奢华享受 名品HOME 纯真丝抗菌防螨丝绸枕套 对装s/m/l,s/m/l,瓶,7.0,pangjiu,1.0,50,2026-10-03,D
6337,溢香醇龙井茶一级100克,100g/袋,包,26.0,溢香醇,1.0,40,2027-07-05,B
6338,PANGJIU小时光高端定制女士羊绒毛衣外套时尚镂空百搭针织开衫S,S,瓶,6.5,pangjiu,0.9,26,2027-03-16,C
6339,草莓酸奶,150g,杯,2.3,欧亚,1.0,25,2027-01-16,H
6340,溢香醇花茶毛尖_100克,100克,袋,23.9,溢香醇,1.0,41,2027-08-01,D
6341,欧亚 高原生态纯牛奶 250g*24盒/箱 全脂浓醇,500mL以下,件,35.0,Europe,1.0,34,2026-12-17,D
6342,溢香醇龙井茶50g袋装,50g,包,7.8,溢香醇,1.0,27,2027-03-08,F
6343,（铜牌）台湾之旅游戏棋,*,盘,39.9,大富翁,0.8,32,2027-07-03,C
6344,溢香醇绿茶100g袋装,100g,袋,13.9,溢香醇,1.0,31,2026-09-10,B
6345,蓝莓酸奶,150g,杯,2.3,欧亚,1.0,20,2027-03-02,A
6346,纯牛奶,500ml,袋,4.1,欧亚,1.0,38,2027-07-04,B
6347,5.0恒顺白醋,500ml*20,瓶,4.5,恒顺香醋,1.0,45,2026-09-25,G
6348,伊都长寿面(不分~非手工)6108_450克,450g*20包,包,6.9,伊都,1.0,49,2027-07-15,A
6349,白家陈记沸腾鱼调料,208*30,袋,8.9,白家陈记,1.0,23,2027-01-31,G
6350,大美北国,盒,瓶,9.7,龙江家园,1.0,23,2027-07-01,D
6351,高钙牛奶,250ml,盒,2.7,欧亚,1.0,32,2026-09-23,E
6352,原味e+益生菌酸牛奶,490g,盒,6.5,光明,1.0,25,2026-09-25,F
6353,芦荟酸奶,150g,杯,2.3,欧亚,1.0,22,2026-11-04,A
6354,黄桃酸奶,150g,杯,2.3,欧亚,1.0,23,2027-01-18,E
6355,红枣酸奶,150g,袋,2.3,欧亚,0.9,50,2026-12-08,F
6356,甜牛奶,250ml,袋,2.8,欧亚,1.0,37,2027-05-17,G
6357,冠雅 MT-3213(鼠)台灯,195×160×310（mm）,台,139.0,冠雅,0.8,40,2027-04-05,H
6358,康师傅橙汁,450ml/450ml,瓶,2.4,康师傅,1.0,40,2027-07-18,F
6359,白酒,1L,袋,9.5,凤凰山,1.0,46,2026-09-22,E
6360,原味e+益生菌酸牛奶,250g,盒,3.5,光明,1.0,35,2027-07-25,A
6361,草莓味e+益生菌酸牛奶,490g,盒,5.8,光明,0.9,45,2027-04-14,B
6362,铁质奶锅带盖22,22,只,151.6,亿家缘,1.0,27,2027-04-13,H
6363,康师傅水蜜桃,450ml/450ml,袋,2.5,康师傅,1.0,41,2026-12-02,H
6364,好拿剁辣椒,270克,瓶,2.5,好拿,0.9,40,2027-01-11,F
6365,【体验店3】美庐多+1段900g,900g/6听/件,听,237.6,美庐,1.0,29,2026-10-06,A
6366,剑波百湿茶,2克*10包,合,6.4,剑波百湿茶,1.0,23,2027-04-17,A
6367,250g益生菌原味酸牛奶,250g/盒,捆,182.9,光明,1.0,46,2026-12-02,E
6368,加佳衣领净200g,200ml/瓶,瓶,4.8,加佳,1.0,48,2027-05-29,C
6369,70*140cm欧式植绒垫,1X1/个,个,188.0,HUIDUO+图形,0.9,28,2026-10-21,B
6370,攀源纯正生粉,200g,包,2.5,攀源,1.0,23,2026-12-22,C
6371,康师傅白葡萄汁450ml,450ml/450ml,瓶,2.5,康师傅,1.0,49,2026-12-12,F
6372,美庐欧贝惠益生菌高钙高铁奶粉,6*800g/件/听,袋,48.2,美庐,1.0,39,2026-12-14,H
